title,price,location,area,bathrooms,bedrooms
House shiffting professional carpenter service,,"Al Mawaleh, Muscat•",98.0,3.0,2.0
استوديو للايجار / Studio for rent,200.0,"Qurum, Muscat•",60.0,2.0,1.0
شقة للايجار / Flat for rent,200.0,"Azaiba, Muscat•",50.0,1.0,1.0
House shiffting service all Muscat oman and Dubai to Muscat oman,,"Bosher, Muscat•",99.0,3.0,2.0
Bousher Al Maha Luxury Apartment 2+1 bedroom fully furnished for rent,400.0,"Bosher, Muscat•",120.0,4.0,2.0
Ghubrah North prime location 4 bedroom villa for rent,600.0,"Al Ghubrah, Muscat•",300.0,4.0,4.0
الحي التجاري قرب فندق سنترال وكرياد,50.0,"Salalah, Dhofar•",1000.0,2.0,2.0
شقق مفروشة للإيجار في عوقد الشمالية,50.0,"Salalah, Dhofar•",11.0,3.0,4.0
for rent,290.0,"Muscat Hills, Muscat•",73.0,1.0,1.0
للايجار شقه في الخوض,,"Al Khoud, Muscat•",110.0,2.0,2.0
Fully Furnished 2 Bedrooms at Muscat Hills Golf & Country Club,600.0,"Muscat Hills, Muscat•",172.0,2.0,2.0
محلات للأيجار في حي الظاهر,,"Qurayyat, Muscat•",18.0,,
230 sqm open space  for office in ghala,1150.0,"Ghala, Muscat•",230.0,,
one room for rent for warking ladies or couple in Muttrah cornesh,,"Mutrah, Muscat•",15.0,1.0,1.0
1 BHK Apartment for rent in Lagoon Residences Al mouj waves,500.0,"The Wave (Almouj), Muscat•",90.0,1.0,1.0
villa for rent walking distance to the beach located al hail north,500.0,"Al Hail, Muscat•",350.0,6.0,5.0
full renovated villa for rent located al hail south,470.0,"Al Hail, Muscat•",400.0,4.0,3.0
3BHK brand new villa for rent located hail south,400.0,"Al Hail, Muscat•",250.0,4.0,3.0
الدقم,,"Al Duqum, Al Wusta•",250.0,3.0,3.0
Looking For a Room in Alkhod 7,,"Al Khoud, Muscat•",10.0,1.0,1.0
looking farm for investing مطلوب مزرعة للاستثمار,,"Barka, Al Batinah•",5000.0,5.0,5.0
مطلوب استراحة جاهز للاستثمار,,"Al Seeb, Muscat•",5000.0,4.0,5.0
شقق وبيوت للإيجار اليومي في صحنوت,55.0,"Salalah, Dhofar•",150.0,5.0,5.0
اشتديو للايجار الشهري,220.0,"Al Seeb, Muscat•",100.0,1.0,2.0
الهاشمي حسين,50.0,"Salalah, Dhofar•",70.0,1.0,1.0
"3BHK Flat * Expat Leaving urgently , With furniture as is condition",,"Ruwi, Muscat•",200.0,3.0,3.0
صلاله,,"Salalah, Dhofar•",100.0,2.0,2.0
بيت للايجار اليومي في الاشخرة,20.0,"Ja'alan Bani Bu Ali, Al Sharqiya•",200.0,2.0,1.0
single bedroom with bathroom and kitchen bachelor men,,"Al Hamriyah, Muscat•",53.0,1.0,1.0
شقة الطابق الارضي بالخوض السادسة مدخل مستقل,250.0,"Al Khoud, Muscat•",140.0,3.0,3.0
Bed space for Rent,,"Al Mawaleh, Muscat•",10.0,1.0,1.0
غرف للايجار,15.0,"Salalah, Dhofar•",22.0,1.0,1.0
1st floor of villa only,160.0,"Al Amarat, Muscat•",170.0,3.0,3.0
Villa for rent in Al hambar,350.0,"Sohar, Al Batinah•",300.0,4.0,4.0
room for rent .,80.0,"Al Hail, Muscat•",25.0,1.0,1.0
شقة للإيجار في ظفار,1600.0,"Salalah, Dhofar•",10.0,2.0,2.0
صحم خلف مجمع الهاشمي,135.0,"Saham, Al Batinah•",5000.0,1.0,2.0
Bousher | 4 BR Villa for rent,,"Bosher, Muscat•",300.0,6.0,4.0
شقق وغرف فندقيه للايجار اليومي,,"Salalah, Dhofar•",100.0,2.0,2.0
two bedroom beautiful apartment in al amerat six,200.0,"Al Amarat, Muscat•",111.0,2.0,2.0
Family or Bechlor Room for Rent,100.0,"Al Ghubrah, Muscat•",40.0,1.0,1.0
one bed room apartment for rent in al amerat six new building,150.0,"Al Amarat, Muscat•",80.0,2.0,1.0
صلالة صحلنوت,25.0,"Salalah, Dhofar•",60.0,1.0,1.0
bed Space available in ruwi,,"Ruwi, Muscat•",22.0,1.0,1.0
bed Space available in ruwi,,"Ruwi, Muscat•",22.0,2.0,1.0
Room for Rent,100.0,"Al Khuwair, Muscat•",40.0,1.0,1.0
شقة للاجار  ب 100 مع الماي ريال مكان هادئ ونظيف,100.0,"Al Rustaq, Al Batinah•",170.0,2.0,2.0
شقه للأجار/الرستاق شامل الماي( ١٠٠ ريال) . flat for rent 100 r. o,100.0,"Al Rustaq, Al Batinah•",100.0,2.0,2.0
Flat for rent in mawalih south,210.0,"Al Khoud, Muscat•",100.0,2.0,2.0
apartments  for rent in Ghala,240.0,"Ghala, Muscat•",100.0,,
Room for rent Al Ghubrah,,"Al Ghubrah, Muscat•",1500.0,1.0,1.0
1 Room with Attached Bath for Indian Bachelors – OMR 90 All-Inclusive,90.0,"Sohar, Al Batinah•",150.0,1.0,1.0
Single Room,,"Azaiba, Muscat•",500.0,1.0,1.0
Room For Rent In Mawaleh,,"Al Mawaleh, Muscat•",100.0,1.0,1.0
"Apartment for rent Al Amerat. (For contact, WhatsApp only 99612299)",130.0,"Al Amarat, Muscat•",131.0,3.0,3.0
Industrial area warehouse and building,3850.0,"Salalah, Dhofar•",2500.0,,
room for rent only for indians,100.0,"Al Khuwair, Muscat•",1000.0,1.0,1.0
Flat for Rent Duqm And Shennah شقة للإيجار في الدقم والشنة,,"Al Duqum, Al Wusta•",750.0,2.0,2.0
شقه غرفه وصاله ومطبخ وحمام في الغبره الشماليه قريب المدرسه الهنديه,210.0,"Al Ghubrah, Muscat•",80.0,1.0,1.0
Room for bachelor,100.0,"Azaiba, Muscat•",10.0,1.0,1.0
Sharing room,60.0,"Al Ghubrah, Muscat•",20.0,2.0,2.0
شقق وغرف للايجار,200.0,"Al Khuwair, Muscat•",50.0,1.0,1.0
شقة للايجار الدور الثاني العامرات… (للتواصل واتس فقط 99612299 ),130.0,"Al Amarat, Muscat•",131.0,3.0,3.0
صلالة صحنوت,140.0,"Salalah, Dhofar•",300.0,5.0,5.0
استديو في العذيبه خلف ماركت سلطان,160.0,"Azaiba, Muscat•",50.0,1.0,1.0
Regency Almansoor for daily rent,,"Salalah, Dhofar•",100.0,2.0,2.0
elegant villa for rent near nesto barka,,"Barka, Al Batinah•",300.0,6.0,5.0
استوديو مفروش للايجار fully furnished studio,175.0,"Al Ghubrah, Muscat•",30.0,1.0,1.0
"Room for Rent in a Quiet Flat, Ideal for Working Class Students Family",,"Al Maabilah, Muscat•",40.0,1.0,1.0
Seeb Souq Near Makkah Hypermarket 3 rooms semi furnished flat for rent,170.0,"Al Seeb, Muscat•",350.0,2.0,3.0
"Room for Rent in a Quiet and Clean Flat, Ideal for Working Class……",,"Al Maabilah, Muscat•",40.0,1.0,1.0
"Room for Rent (Bed Space) in Hamriya, Ruwi – Exclusively for Malayali",50.0,"Ruwi, Muscat•",150.0,2.0,2.0
صحار. حي الرفعه,10.0,"Sohar, Al Batinah•",20.0,1.0,1.0
صحار. حي الرفعه,10.0,"Sohar, Al Batinah•",26.0,1.0,1.0
"Room Sharing Executive Bachelor With electricity, water and Wifi",65.0,"Azaiba, Muscat•",1200.0,1.0,1.0
1 bedroom appartment for rent in Wadi Adai. 60 OMR,60.0,"Mutrah, Muscat•",65.0,1.0,1.0
villa at Al Mouj,2100.0,"Al Mouj, Muscat, Oman",673.0,5.0,4.0
Two and Three Bedroom Apartment close to the Hyatt and the Beach,425.0,"Shatti Al Qurum, Muscat, Oman",,2.0,2.0
Shop for Rent in Bosher| REF 84MC,325.0,"Bawshar, Muscat, Oman",46.0,,
750 SQ M Penthouse Office Space in Qurum  with Terrace,3600.0,"Qurum, Muscat, Oman",,,
"Furnished one bedroom apartment, Muscat Bay",700.0,"Muscat Bay, Muscat, Oman",,1.0,1.0
Great Apartment for Rent in Bosher| REF 991BA,300.0,"Bawshar, Muscat, Oman",,1.0,
2 BR Lovely Apartment Located in Al Khuwair,350.0,"Al Khuwair, Muscat, Oman",,2.0,2.0
4 BR + Maid’s Room Stunning Villa in Bustan,525.0,,,4.0,4.0
4 Desk Office Space in Business Center in Qurum,650.0,"Qurum, Muscat, Oman",,,
674 SQM Furnished Office Space in Qurum,4400.0,"Qurum, Muscat, Oman",,,
Warehouse With Office Facility for rent in Jifnayn,3.0,"Jafnayn, Muscat, Oman",,,
Office Space Available for Rent in Madinat Sultan Qaboos,1175.0,"Madinat As Sultan Qaboos, Muscat, Oman",289.0,,
For Rent Villa In Al Khuwair,800.0,"Al Khuwair, Muscat, Oman",400.0,7.0,5.0
Office Space for Rent in Al Rusayl| REF 314TA,2975.0,"Al Rusayl, Muscat, Oman",,,
Fully Furnished Apartment 2BHK In Bousher,325.0,"Bawshar, Muscat, Oman",110.0,2.0,2.0
Nice Apartment for Rent in Al Khuwair | REF 838BH,230.0,"Al Khuwair, Muscat, Oman",,2.0,2.0
2 BR Magnificent Apartment – Muscat Hills with Nearby Amenities,450.0,"Muscat Hills, Muscat, Oman",,2.0,2.0
"Type B01, Two Bedroom Apartment Plus Study,  Marsa Three, Al Mouj Muscat",650.0,"Al Mouj, Muscat, Oman",,2.0,2.0
320 SQ M Office Space In Qurum Close to the Beach,,"Qurum, Muscat, Oman",,,
"Hatat Complex - High Quality Office Space, Al Wutayyah",520.0,,,,
Spacious Villa for Rent in Al Khoud| REF 92BC,425.0,"Al Khoud, Muscat, Oman",,5.0,5.0
5 BR + Maid’s Room Twin Fantastic Villa in Ansab,500.0,"Ansab, Muscat, Oman",,6.0,5.0
1125 SQM Commercial Spaces for Rent – MSQ,7875.0,"Madinat As Sultan Qaboos, Muscat, Oman",,,
1BHK Apartment for Rent in Muscat Bay,400.0,"Muscat Bay, Muscat, Oman",79.99,1.0,1.0
"Type EO1, exclusive Juman One penthouse apartment, Al Mouj Muscat",2500.0,"Al Mouj, Muscat, Oman",,4.0,4.0
2BHK with Balcony Fully Furnished Flat for Rent in Gubrah North (Sea View),450.0,"Ghubrah, Muscat, Oman",,2.0,2.0
For Sale / Rent Open Space In Al Qurum 29,2067.0,"Qurum, Muscat, Oman",346.0,,
Prime Centrally Located Semi Fitted Offices,7.0,"Shatti Al Qurum, Muscat, Oman",,,
For Rent Studio In Al Azaiba,170.0,"Azaiba, Muscat, Oman",70.0,1.0,
For Rent Villa In Al Hail North,600.0,"Al Hail North, Muscat, Oman",300.0,3.0,4.0
Fully Furnished Apartment for rent in Al Ghubra North |REF 287GB,650.0,,,3.0,3.0
Spacious Apartment in Shatti Al Qurum | REF 693AM-1,550.0,"Shatti Al Qurum, Muscat, Oman",,3.0,3.0
Elegant Twin Villa for Rent in MQ | REF 511YB,900.0,,,5.0,
1BHK Flat for Rent in Gubrah North close to beach,300.0,"Ghubrah, Muscat, Oman",,1.0,1.0
3 BR Fully Furnished Apartment in Bausher with Pool & Gym,950.0,"Bawshar, Muscat, Oman",,2.0,3.0
Fully Furnished Apartment for Rent in Al Mouj | REF 332GM,1200.0,"Al Mouj, Muscat, Oman",,2.0,2.0
Luxury Apartment for Rent in Al Mouj | REF 458MB,500.0,"Al Mouj, Muscat, Oman",,1.0,1.0
3 BR + Maid’s Room Villa in Bowsher,700.0,"Bawshar, Muscat, Oman",,4.0,3.0
2 BR Incredible Brand New Marina View Apartment in Al Mouj – Juman 2,1150.0,"Al Mouj, Muscat, Oman",,3.0,2.0
2 BR Flat For Sale In Al Mouj – Almeria East,120000.0,"Al Mouj, Muscat, Oman",,2.0,2.0
For Rent Flat In Al Seeb,150.0,"Seeb, Muscat, Oman",65.0,2.0,1.0
Brand New Fully Furnished Offices Space for Rent in Bosher | REF 345TB,350.0,"Bawshar, Muscat, Oman",,,
2 BR Close to Amenities Apartment in Ghubra,230.0,,,2.0,2.0
2 BR + Maid's Room Nice Apartment – Muscat Bay with Amenities,700.0,"Muscat Bay, Muscat, Oman",,3.0,2.0
For Rent Open Space In Al Ruwi / Mutrah,550.0,"Ruwi, Muscat, Oman",250.0,,
Beautiful four bedroom townhouse in Qurum,800.0,"Qurum, Muscat, Oman",,5.0,4.0
120 SQM Shell & Core Shop in Qurum Heights,780.0,"Qurum, Muscat, Oman",,,
Huge Showroom for Rent in Ghala| REF 376TA,4200.0,"Ghala, Muscat, Oman",700.0,2.0,
Furnished Apartment for Rent in Azaiba | REF 966GH,350.0,"Azaiba, Muscat, Oman",,2.0,2.0
3 BR Fully Furnished Apartment in Qurum,500.0,"Qurum, Muscat, Oman",,3.0,3.0
2 BR Ground Floor Brand New Flat in Juman 2 with Garden,1250.0,"Al Mouj, Muscat, Oman",,3.0,2.0
For Rent Offices Spaces Semi Furnished (Full Floor)  In Ruwi,1000.0,"Ruwi, Muscat, Oman",350.0,,
"Type 2B, Two Bedroom Apartment, Almeria South, Al Mouj Muscat",600.0,"Al Mouj, Muscat, Oman",,2.0,2.0
15 BR Commercial Use Villa for Rent – Mawaleh,3500.0,"Al Mawaleh, Muscat, Oman",,12.0,15.0
New Building for Rent & Sale in Al Ansab |REF 787NB,,"Ansab, Muscat, Oman",,,
Rose Village Four Bedroom Villa - Muscat Hills,1250.0,"Muscat Hills, Muscat, Oman",,4.0,4.0
"Type A12, one bedroom apartment, Marsa Gardens, Al Mouj Muscat",680.0,"Al Mouj, Muscat, Oman",,1.0,1.0
Modern three bedroom villa with sea views in Qurum,600.0,"Qurum, Muscat, Oman",,4.0,3.0
Spacious Standalone Villa for Rent in Al Ghubra North | REF 916TB,1000.0,"Ghubrah North, Muscat, Oman",,5.0,4.0
300 SQ M Office Space in Ghubrah North,750.0,"Ghubrah, Muscat, Oman",,,
Beautiful three bedroom villa in Al Hail North,900.0,,,3.0,3.0
Great Townhouse for Rent in Al Ghubra North | REF 734BB,600.0,"Ghubrah North, Muscat, Oman",,6.0,4.0
"Type Tombazis A1, Three bedroom villa, Al Mouj Muscat",1500.0,"Al Mouj, Muscat, Oman",,3.0,3.0
"Two bedroom apartment, Al Khuwair 33",250.0,"Al Khuwair, Muscat, Oman",,2.0,2.0
Beautiful 4 Bedrooms With Maid Room Villa For Rent in AlKhoud,425.0,"Al Khoud, Muscat, Oman",320.0,5.0,4.0
For Rent Flat In Al Qurum,270.0,"Qurum, Muscat, Oman",120.0,2.0,2.0
"Luxury 3 Bedroom Apartment for rent in Qurum, Muscat, Oman",650.0,"Qurum, Muscat, Oman",200.0,5.0,3.0
Cozy Twin Villa for Rent in Al Ansab | REF 567BB,430.0,"Ansab, Muscat, Oman",,7.0,
"Two Bedroom Furnished Apartment, Marsa One, Al Mouj",1100.0,"Al Mouj, Muscat, Oman",,2.0,2.0
2 BR Apartment with Golf Course View | Muscat Hills,550.0,"Muscat Hills, Muscat, Oman",,2.0,2.0
For Rent Flat In Al Qurum,180.0,"Qurum, Muscat, Oman",85.0,1.0,1.0
181 SQM Commercial Office Space in Qurum FOR RENT,634.0,"Qurum, Muscat, Oman",,,
One bedroom fully furnished apartment in Al Qurum,530.0,"Qurum, Muscat, Oman",,2.0,1.0
Gorgeous Standalone Villa for Rent in Al Amerat | REF 802NB,800.0,"Al Amarat, Muscat, Oman",600.0,7.0,7.0
Retail Shops for Rent Located in Mabelah,590.0,,,,
400 SQM Office Space in Bausher (Behind Al Ameen Mosque),1200.0,"Bawshar, Muscat, Oman",,,
Wattayah Private Office Spaces with City View Cabins and Partitions,3150.0,"Wattayyah, Muscat, Oman",,,
"Five bedroom villa in Beach links, Al Mouj Muscat",3000.0,"Al Mouj, Muscat, Oman",,5.0,5.0
Luxury 4 Bedrooms + Private Pool Villa for Rent in Madinat sultan Qaboos,900.0,"Madinat As Sultan Qaboos, Muscat, Oman",,6.0,4.0
Huge Showroom for Rent in Azaiba |REF 582YB,8500.0,"Azaiba, Muscat, Oman",,,
Corner Standalone Villa for Rent in Al Mouj | REF 331SB,2300.0,"Al Mouj, Muscat, Oman",,6.0,
Great Townhouse for Rent in Al Qurum | REF 95BH,550.0,"Qurum, Muscat, Oman",,3.0,
"7 BR + Maid Room Luxury Villa in Al Mouj, Reehan Residences",3200.0,"Al Mouj, Muscat, Oman",,8.0,7.0
"Type F, Three Bedroom Townhouse, Al Mouj Muscat",1000.0,"Al Mouj, Muscat, Oman",,3.0,4.0
Three bedroom Marsa two apartment | Al Mouj Muscat Oman,1450.0,"Al Mouj, Muscat, Oman",,3.0,3.0
1 BR Brand New Stunning Apartment – Juman 2,650.0,"Al Mouj, Muscat, Oman",,2.0,1.0
"3 BR Brand New Villa – Bousher, Al Muna Gardens",700.0,"Bawshar, Muscat, Oman",,4.0,3.0
1 BR Cozy Apartment in Al Mouj – Marina Access,460.0,"Al Mouj, Muscat, Oman",,2.0,1.0
"350 SQM Office Space for Rent – Ruwi, CBD Area",1050.0,"Ruwi, Muscat, Oman",,,
4 BR + 1 Maid’s Room Villa in Al Hail North (Close to the Village),630.0,"Al Hail, Muscat, Oman",,4.0,4.0
Office For Rent In Ruwai,1000.0,"Ruwi, Muscat, Oman",850.0,,
Commercial Twin Villa for Rent in Al Mawaleh South | REF 461YB,1200.0,"Al Mawaleh South, Muscat, Oman",,6.0,7.0
Furnished 2 Bedrooms Duplex+ Maid Room Apartments for Rent,910.0,"Madinat As Sultan Qaboos, Muscat, Oman",170.0,4.0,2.0
3 BR Stunning Duplex Apartment in Muscat Bay with Private Pool,1200.0,"Muscat Bay, Muscat, Oman",,4.0,3.0
4 BR + Maid’s Room Lovely Villa in Ghubra with Amenities Nearby,500.0,,,4.0,4.0
Great Townhouse for Rent in Shatti Alqurum | REF 32MA,1000.0,"Shatti Al Qurum, Muscat, Oman",,7.0,6.0
Beautiful Twin Villa for Rent in Al Hail South | REF 959GH,450.0,"Al Hail South, Muscat, Oman",,6.0,5.0
1BHK Flat for Rent in Qurum,230.0,,,2.0,1.0
4 BHK Villa for Rent in Izz Compound,650.0,"Madinat al Ilam, Muscat, Oman",350.0,4.0,4.0
Beautiful 5BR+Maidroom Villa for Rent in Shatti Qurum Near to Beach,2000.0,"Shatti Al Qurum, Muscat, Oman",,7.0,5.0
Offices for Rent in Al Khuwair | REF 275SB,650.0,"Al Khuwair, Muscat, Oman",104.0,,
"8,000 SQM Land in Jifnain – Prime Location with Easy Access",6400.0,,,,
4 BR + Maid’s Room Beachfront Compound Villa in Al Seeb,875.0,,,4.0,4.0
60 sqm Office in Madinat Qaboos - Near British Council,450.0,"Madinat As Sultan Qaboos, Muscat, Oman",,,
Standalone Villa for Rent in Qurum| REF 98LC,750.0,"Qurum, Muscat, Oman",700.0,7.0,5.0
3 BR + 1 Maid’s Room Apartment with Plunge Pool in Bousher,855.0,"Bawshar, Muscat, Oman",,3.0,3.0
"Villa for Rent in Shatti al Qurm, Muscat - Central, Muscat, Oman",750.0,"Shatti Al Qurum, Muscat, Oman",,3.0,3.0
"3 BHK flat for rent in Al Qurum, Muscat, OMan",450.0,"Qurum, Muscat, Oman",190.0,3.0,3.0
127 SQM Road-Facing Shop in Qurum – Ras Al Hamra Area,750.0,"Qurum, Muscat, Oman",,,
"Oman Residence, Al Khuwair, Muscat, Two bedroom apartments",400.0,"Al Khuwair, Muscat, Oman",,2.0,2.0
2 + 1 BR Ground Floor Furnished Flat with Garden in Qurum 29,700.0,"Al Khuwair, Muscat, Oman",,3.0,2.0
Excellent Office space for Rent in Mawaleh North | REF 795GM,1350.0,"Al Mawaleh North, Muscat, Oman",,,
Luxurious well designed 5BR With private pool Villa available for rent in Al Mouj,1900.0,"Al Mouj, Muscat, Oman",,6.0,5.0
Modern Office Space for Rent in MQ |REF 498TB,1200.0,,,2.0,
4 BR Spacious Apartment in Mawaleh,450.0,"Al Mawaleh, Muscat, Oman",,4.0,4.0
Multiple Retail Shop Spaces Located in Duqm for Rent - 45 - 100 SQM,700.0,,,,
New Office Space for Rent in Bosher | REF 952TB,5.0,"Bawshar, Muscat, Oman",40.0,,
Renovated Apartment for Rent in Al Qurum | REF 387BB,300.0,"Qurum, Muscat, Oman",,3.0,3.0
4 BR + Maid’s Room Villa with Pool + Lounge in Seeb,450.0,,,4.0,4.0
6 BR + Maid’s Room Brand New Villa in Ansab Heights,1000.0,"Ansab, Muscat, Oman",,7.0,6.0
1 BR Fully Furnished Apartment – Al Mouj with Shared Pool,550.0,"Al Mouj, Muscat, Oman",,2.0,1.0
Luxury Twin Villa for Rent in Al Ghubra South | REF 543MB,800.0,,,7.0,
2BHK Apartment for Rent in Muscat Bay,500.0,"Muscat Bay, Muscat, Oman",116.0,2.0,2.0
Fancy Apartment for Rent in Al Mawaleh South | REF 500GH,550.0,"Al Mawaleh South, Muscat, Oman",,5.0,
For Rent Villa In Al Khoud,300.0,"Al Khoud, Muscat, Oman",220.0,4.0,4.0
Furnished Apartment for Rent in Muscat Hills |REF 496GA,380.0,"Muscat Hills, Muscat, Oman",,1.0,1.0
For Rent Fully Furnished Apartment In Muscat Grand Mall,600.0,"Ghubrah North, Muscat, Oman",100.0,2.0,2.0
"6 BR Spacious Villa for Rent – Mawaleh, Near Al Mouj",650.0,"Al Mawaleh, Muscat, Oman",,6.0,6.0
Modern Apartment for Rent in Muscat Hills| REF 85YC,400.0,"Muscat Hills, Muscat, Oman",,2.0,2.0
"One bedroom plus study apartment, Ghubra",375.0,,,2.0,1.0
Brand New Office Space for Rent in Bosher |REF 420BB,1100.0,"Bawshar Heights, Muscat, Oman",157.0,2.0,
4 BR + Maid Room Amazing Villa in Azaiba – Near to Zubair Automotive,750.0,"Azaiba, Muscat, Oman",,4.0,4.0
Budget Apartment For Rent In Matrah | REF 904MA,300.0,,,3.0,3.0
Spacious & Well Designed  7BR Villa for Rent in Gubrah North,1500.0,"Ghubrah, Muscat, Oman",492.3,9.0,7.0
Extraordinary Office Space for Rent in Ghala | REF 199MB,9.0,"Ghala, Muscat, Oman",,,
2 BR Fully Furnished Apartment | Ghubra - MGM,625.0,,,3.0,2.0
Luxury Standalone Villa for Rent in Muscat Bay | REF 959YB,1750.0,"Muscat Bay, Muscat, Oman",,5.0,4.0
"B03 Type, Two Bedroom Apartment, Marsa One, Al Mouj Muscat",650.0,"Al Mouj, Muscat, Oman",,2.0,2.0
For Rent Office Space In Al-Qurum,200.0,"Qurum, Muscat, Oman",7.0,,
Commercial Standalone Villa for Rent in Al Qurum | REF 652NB,2000.0,"Qurum, Muscat, Oman",300.0,,
2 BR Nice Apartment Located in Al Khuwair,270.0,"Al Khuwair, Muscat, Oman",,3.0,2.0
Nice Townhouse for Rent in Qurum 29 | REF 13GA,700.0,,,6.0,
(2 Months Free) Office Space Available for Rent in Madinat Sultan Qaboos,450.0,"Madinat As Sultan Qaboos, Muscat, Oman",90.0,,
Penthouse Apartment for rent in Al Qurum| REF 39iC,375.0,"Qurum, Muscat, Oman",,3.0,2.0
Spacious 4BR+maidroom Apartment (1st floor) for Rent in Al Hail North,500.0,"Al Hail, Muscat, Oman",180.0,5.0,4.0
Luxury Villa for Rent in Muscat Hills | REF 662YA,1100.0,"Muscat Hills, Muscat, Oman",,3.0,4.0
247 SQM Office Space Located in Muscat Hills for RENT!,1729.0,"Muscat Hills, Muscat, Oman",,,
For Rent Offices Spaces  In Al Qurum,450.0,"Qurum, Muscat, Oman",100.0,,
3BHK Apartment available for Rent in Al Khuwair,350.0,"Al Khuwair, Muscat, Oman",120.0,4.0,3.0
Excellent Townhouse for Rent in Shatti Al Qurum | REF 514GH,1600.0,"Qurum, Muscat, Oman",,7.0,
"Fully furnished two bedroom apartment, Muscat Bay",950.0,"Muscat Bay, Muscat, Oman",,3.0,2.0
Office for rent,250.0,"Qurum, Muscat, Oman",50.0,1.0,1.0
Luxury Apartment for Rent in Al Mouj | REF 458MB,500.0,"Al Mouj, Muscat, Oman",100.0,1.0,1.0
2 BHK & 1 BHK Apartments For Rent 1 Month For Free in Prime Location Of Watayah,140.0,"Wattayyah, Muscat, Oman",,2.0,2.0
Land for Rent in Barka | REF 893TB,,"Barka, Al Batinah, Oman",40000.0,,
for Rent Flat In Ghala,300.0,"Ghala, Muscat, Oman",85.0,3.0,2.0
Office Space One Desk in Lamar Business Center Bawshar FOR RENT,190.0,"Bawshar, Muscat, Oman",,,
Furnished Apartment for Rent in Muscat Hills | REF 301ME,450.0,"Muscat Hills, Muscat, Oman",,2.0,2.0
170 SQ M Office Space in Ruwi – CBD,500.0,"Ruwi, Muscat, Oman",,,
Office for Rent in Bosher |REF 545MB,400.0,"Bawshar, Muscat, Oman",,2.0,
438sqm Commercial space available for Rent in MQ,3285.0,"Madinat As Sultan Qaboos, Muscat, Oman",438.0,,
2 Bedrooms With Swimming pool Apartments For Rent,325.0,,,2.0,2.0
Great Twin Villa for Rent in Al Hail North| REF 419BA,425.0,"Al Hail North, Muscat, Oman",,3.0,3.0
Luxury Apartment for Rent & Sale in Al Mouj | REF 784GM,500.0,"Al Mouj, Muscat, Oman",90.0,1.0,1.0
2 BHK apartment is available for rent in Al Ghubra near Indian School,250.0,"Ghubrah, Muscat, Oman",120.0,3.0,2.0
3BHK Flat for Rent in Qurum,325.0,,,3.0,3.0
5 BR + Maid’s Room Villa in Mawaleh close to Amenities,500.0,"Al Mawaleh, Muscat, Oman",,5.0,5.0
Fully Furnished Apartment for Rent in Shatti Al Qurum | REF 454BB,500.0,"Qurum, Muscat, Oman",100.0,2.0,1.0
2 BR Apartment with Shared Pool & Gym – Muscat Hills,75000.0,"Muscat Hills, Muscat, Oman",,2.0,2.0
Brand New Warehouse for Rent in Russayl| REF 24SB,4749.0,"Al Rusayl, Muscat, Oman",,,
2 BR + 1 Maid’s Room Duplex Apartment in Madinat Sultan Qaboos,700.0,"Madinat As Sultan Qaboos, Muscat, Oman",,3.0,2.0
6 BR Commercial Villa in Bawsher - Shabia Area,950.0,"Bawshar, Muscat, Oman",,6.0,6.0
Beautiful 4BR+Maidroom Villa in Compound for Rent in Qurum,750.0,,,5.0,4.0
3 BR Modern Villa in Shatti Al Qurum with Shared Pool & Gym,650.0,"Shatti Al Qurum, Muscat, Oman",,3.0,3.0
For Rent Flat In Al Mouj,450.0,"Al Mouj, Muscat, Oman",85.0,2.0,1.0
Modern Building in Muttrah consist of 2BHK for rent @ 210/- RO (1 Month free),210.0,"Mutrah, Muscat, Oman",110.0,2.0,2.0
#REF989  Brand New 3BR+Maidroom Villa for Rent in Mawaleh South,600.0,"Al Mawaleh, Muscat, Oman",1.0,5.0,3.0
Corner Standalone Villa for Rent in Al Mouj | REF 328SB,1900.0,"Al Mouj, Muscat, Oman",,6.0,
Brand New Flat for Rent & Sale in Al Hail North | REF 878MB,300.0,"Al Hail North, Muscat, Oman",69.0,2.0,1.0
2BHK Flat available for Rent in Bosher,280.0,,,2.0,2.0
1 BHK Apartment for Rent in Azaiba Garden,275.0,"Azaiba, Muscat, Oman",80.0,1.0,1.0
For Rent Office Space In Al-Qurum,3500.0,"Qurum, Muscat, Oman",542.0,,
1 Desk Office Space for Small Companies in Qurum,200.0,"Qurum, Muscat, Oman",,,
1 Month Free Special Offer Brand New Commercial Area for rent in Souq Al Khoud,,"Al Khoud, Muscat, Oman",26.0,,
Office & showroom space for Rent in Ghala| REF 330TA,14000.0,"Ghala, Muscat, Oman",,,
Offices & Shops for Rent in Al Qurum |REF 845YB,600.0,"Qurum, Muscat, Oman",150.0,,
For Rent Flat In Al Aziba,280.0,"Azaiba, Muscat, Oman",170.0,3.0,2.0
140 SQ M Showroom Space in CBD,500.0,"Ruwi, Muscat, Oman",,,
"Exclusive six bedroom villa with private swimming pool type Z1, Zunairah, Al Mouj Muscat",4500.0,"Al Mouj, Muscat, Oman",,6.0,6.0
Amazing Standalone Villa for Rent in Al Azaiba | REF 468BB,1800.0,"Azaiba, Muscat, Oman",,8.0,
2BHK Flat for Rent in Qurum,250.0,,,2.0,2.0
"2 BR Furnished Apartment in MGM, Ghubra",650.0,,,3.0,2.0
